data,type
"In the word autotroph, ""auto"" means ""self"" and ""troph"" means ""energy"". This means that an example of an autotroph that can make energy by itself would be a(n) ___. ",question
"In the word heterotroph, ""hetero"" means ""different"" and ""troph"" means ""energy"". This means that an example of a heterotroph that needs energy from a different source would be ___. ",question
"In the word saprotroph, ""sapro"" means ""rotten"" and ""troph"" means ""energy."" This means that an example of a saprotroph that needs energy from a rotting source would be a ___. ",question
Animals eat plants or other animals to get ___. ,question
The leaves on the tops of trees in a forest prevent sunlight from getting through to the forest floor. Which of the following organisms will be immediately affected? ,question
What is the interaction between the producer and the consumer in a food chain? ,question
An organism that eats a producer is called a ___. ,question
"A plant uses light to make food, which then enters the food chain when eaten by consumers. When either a producer or a consumer dies, what process returns the energy and nutrients to the soil? ",question
Microorganisms are decomposers that include ___. ,question
An example of a decomposer is a ___. ,question
"In order to survive, an organism must ___. ",question
What characteristic of a chameleon helps it to survive when it senses a predator? ,question
"When sensing a predator, a skunk will stamp its front feet and raise its white-striped tail. What kind of response does this action hope to invoke in the predator? ",question
Food gives us ___. ,question
A balanced diet contains ___. ,question
How do vitamins and minerals help our bodies? ,question
The transfer of energy from one organism to another organism is shown in a ___. ,question
Which of the following best describes the flow of energy in a food chain? ,question
A mole had just finished eating three sow bugs when a sharp-eyed owl caught and ate the mole. The sow bugs had been eating old grass clippings. What was most likely the initial source of energy at the start of the feeding pattern mentioned? ,question
"In a food chain, humans are classified as ___. ",question
Food webs look different depending on the ecosystem. Two organisms that should be included in every food web are ___. ,question
Decomposers obtain their energy by ___. ,question
Which of the following statements about decomposers is not true? ,question
How are decomposers important to living organisms? ,question
"A plant uses light to make food, which then enters the food chain when eaten by consumers. When either a producer or a consumer dies, what process returns the energy and nutrients to the soil? ",question
Which of the following weather factors begins the process of evaporation? ,question
"Heat changes water into water vapor during the water cycle. Water vapor cools and forms together in the clouds. When the water vapor cools and forms together, what is the name of this process? ",question
"Like most living organisms, plants require energy for survival. The plant gets energy needed for survival using a process known as photosynthesis in which ___. ",question
What is photosynthesis? ,question
Why is it important for plants to carry out photosynthesis? ,question
What kind of energy is needed for photosynthesis to occur? ,question
"In order to make their own food, plants require ___. ",question
Which of the following is not needed for photosynthesis to take place? ,question
"After photosynthesis is complete, plants store chemical energy in the form of ___. ",question
Chemical energy is stored in plants as ___. ,question
Kira enjoys eating apples because they taste sweet. Their sweet flavor is caused by ___. ,question
The glucose formed by photosynthesis can be used by plants to make ___. ,question
Which of the following are functions of the leaves of a plant? ,question
"If plants did not have chlorophyll, what would most likely happen? ",question
What are two things from the environment that chloroplasts need to complete their work? ,question
How does photosynthesis sustain life? ,question
What niche do plants fill in an ecosystem? ,question
What is a producer? ,question
"A plant uses light to make food, which then enters the food chain when eaten by consumers. When either a producer or a consumer dies, what process returns the energy and nutrients to the soil? ",question
The environment of a living organism is made up of ___. ,question
Everything an organism requires to survive comes from ___. ,question
Which of the following nonliving substances found in the environment is required for all lifeforms to survive? ,question
Which of the following is necessary to live? ,question
What happens if a wolf pack's habitat decreases in size? ,question
"A disease infects small, plant-eating rodents in an ecosystem. Most of the rodents die from the disease. What would most likely happen in the ecosystem during the next several months? ",question
"Hawks feed on chipmunks. Chipmunks eat grain and seeds. If the grain crops are plentiful, which of the following will most likely happen? ",question
"In a garden, the population of small insects decreased. The ladybug population depends on the small insects for food. What will most likely happen to the ladybug population? ",question
"Rabbits living in a meadow eat the grass. Hawks flying over the meadow eat the rabbits. If the hawks overhunt the rabbits, what will probably happen? ",question
Rabbits rely on the nutrients from the grassland. What would happen if the grassland were replaced with a parking lot? ,question
A population of woodchucks lives under the shrubs by the side of a highway. They come out at dusk to feed on the grasses next to the shoulder of the road. Last spring there was a record amount of rainfall in the area. The number of woodchucks has increased. What is the most likely reason for this increase? ,question
When does competition occur between members of different species? ,question
The struggle between organisms for available resources is called ___. ,question
"The results of a science experiment showed that when two species of sea grass were grown in the same plot, species A grew taller and more robustly than species B. When they were grown in separate plots, both species showed the same robust growth. What does this experiment demonstrate? ",question
Animals depend on plants for food and ___. ,question
What is one way plant populations are dependent upon animals? ,question
Which of the following statements describes how animals help some plants survive? ,question
"A yucca moth lays its eggs in the flower of the yucca plant. The eggs hatch and grow in the flower. When the larvae change to moths, the moths fly away and take some of the pollen with them. How is the plant dependent on the moths? ",question
"Butterflies often carry away pollen when feeding on the nectar in a plant's flowers. The butterflies lay their eggs on the leaves of some plants. When the eggs hatch into caterpillars, the caterpillars use the leaves for food. How do plants benefit from their relationship with butterflies? ",question
One naturally occurring pollutant is ___. ,question
"As the number of pollutants in the air increases, the quality of the air ___. ",question
Pollutants that dirty the air can come from all of the following except ___. ,question
Another word for variety would be ___. ,question
Which of the following ecosystems has the greatest diversity of organisms? ,question
"In Florida, a refuge has acquired a turtle that is non-native. Why is it against the law to release this turtle into the wilds of Florida? ",question
"After a destructive natural event, a community must rebuild itself. Which of the following is an example of such a devastating natural event that could cause this succession? ",question
A grassland's climate changes so that temperatures are much warmer and rainfall amounts decrease. What is one change that will most likely occur in this ecosystem? ,question
Which human activity would most likely result in the addition of an organism to the endangered species list? ,question
"When a habitat has been destroyed by desertification from overgrazing by cattle, what happens to the food supply for the remaining consumers? ",question
One way to heat a house without causing pollution is by using ___. ,question
What is one advantage of using solar energy rather than fuel oil to heat our homes? ,question
Air pollution in the city can be reduced by ___. ,question
Why must the use of oil be carefully managed? ,question
"Organizations, such as The Nature Conservancy, have bought many hundreds of acres of wetlands in order to ___. ",question
Humans have contributed to the extinction of many species by all of the following except ___. ,question
A cycle of Moon phases can be seen from the Earth because the ___. ,question
"The Earth makes one orbit around the Sun every 365.25 days. How often does the Moon make one orbit around the Earth, completing one lunar cycle? ",question
"When people see the Moon as an entire lit circle, it is called a ___. ",question
The Earth orbits the Sun once every ___. ,question
The Earth makes one complete orbit around the Sun in one ___. ,question
The Earth's seasons are caused by Earth's ___. ,question
"In New York State, which month has the shortest period of daylight? ",question
A student wants to collect data on the hours of sunlight each day throughout the year. He predicts that in the Northeast the greatest amount of sunlight will be in June. Will his prediction be correct? ,question
A student weighed an empty plastic bag. She filled the plastic bag with air and tied the opening tightly. She weighed the bag again. What was she most likely investigating? ,question
"Rocks can be classified by color, texture, or luster. These classifications are known as ___. ",question
Derek wanted to learn about living things that existed on the Earth before humans. The best source of information would come from ___. ,question
"At the park, Jamal finds a rock that has fossils of seashells in it. What can Jamal infer about what the environment was like when the fossil was formed? ",question
"The term ""weathering"" describes processes that ___. ",question
Weathering usually causes rocks to ___. ,question
Weathering of rocks is least likely to be caused by ___. ,question
What do dead plants and animals add to soil? ,question
The wearing away and moving of weathered rock and soil is called ___. ,question
What is a major cause of the Earth's surface being shaped and reshaped? ,question
Erosion is caused by the movement of ___. ,question
The slow process that is responsible for carving canyons and caves out of rock is known as ___. ,question
Which of the following causes the slowest changes to the landscape? ,question
Which of the following choices gives the correct order of the process of erosion? ,question
Mountain ranges change over long periods of time. Erosion causes old mountain ranges to ___. ,question
The energy that powers the water cycle comes from ___. ,question
"Rain, snow, and sleet are all forms of precipitation. Precipitation occurs when ___. ",question
"When condensation occurs, what cools off? ",question
"In order for rain to occur, the water vapor in clouds must be ___. ",question
The Mississippi River forms the border between many U.S. states. The water that flows in the river is an example of which stage of the water cycle? ,question
"Water reenters the water cycle from rivers, lakes, and oceans during which process? ",question
Puddles disappear from the surface of the pavement because of ___. ,question
Water vapor occurs when water ___. ,question
Wind speed is measured by a(n) ___. ,question
What are two atmospheric conditions that can be measured to help predict the weather? ,question
"When two air masses collide, which of the following is likely to occur at its boundary? ",question
The air temperature at Lake George is 30°F. Any precipitation will most likely be ___. ,question
"When water reaches its boiling point, it changes from a ___. ",question
The melting point of a substance is the same as its ___. ,question
"If ten students in a class properly conducted an experiment to find the melting point of pure ice, their results would be ___. ",question
A metal spoon was left in a pot of boiling soup. The cook burned his finger by touching the spoon. Why did his finger get burned? ,question
Prehistoric people started using metals to make tools because metals ___. ,question
"Linda uses a magnet and is able to pick up an empty can of Coke, but not an empty can of Pepsi. Why did this happen? ",question
A sugar cube added to hot coffee will change shape because it ___. ,question
Water changing from a liquid to a gas is an example of ___. ,question
The process that changes a gas to liquid is called ___. ,question
"If you place water in a freezer, it will change from ___. ",question
"If you place snow in a pan and heat it, it will change from ___. ",question
"Eveline leaves the top off of her bottle of soda. A few hours later, when she pours the soda into a glass, it no longer has bubbles. What happened to the soda? ",question
It has a definite volume and a definite shape. Which state of matter does this statement best describe? ,question
Solids are different from liquids because ___. ,question
Students are given a dish with a salt and water mixture in it. What is the best way to separate the salt from the water? ,question
"Gary rinsed out his blue plastic pail and shovel in the ocean and put them on the beach to dry. When he comes back to get them, he sees little white crystals all over the pail and shovel. Which of the following explains what most likely occurred? ",question
Students are collecting objects in jars. They each have the same size jar. Which jar will have the greatest mass? ,question
"When a substance undergoes a change but keeps its original properties, the change is called ___. ",question
An example of a physical change is ___. ,question
"At Deb's birthday party, everyone gets vanilla and strawberry ice cream. After Deb opens her presents, she sees all of her ice cream has melted into a pink mass. What kind of change was observed? ",question
"When water evaporates into air, it produces what physical change? ",question
An example of a chemical change is ___. ,question
Which of the following is an example of a chemical change? ,question
Which of these events is a chemical change? ,question
An example of a chemical change is ___. ,question
"Although the Statute of Liberty is made of copper (originally an orange-brown color), it is green because copper has interacted with substances in the air to form new substances with different properties. This an example of a ___. ",question
The Sun produces several kinds of energy. Which of the following is not one of them? ,question
Virtually all of the energy we use originally was in the form of ___. ,question
Which of the following is an example of light energy? ,question
Which of the following is a non-renewable resource? ,question
Which of the following materials formed fossil fuels? ,question
"The gasoline that powers the school bus is derived from oil, which comes from plants and animals that died millions of years ago in the water. What process turns the organic matter into oil? ",question
What energy transformation is occurring in soccer players as they play? ,question
"When a log burns, what energy transformation takes place? ",question
Charlie is making a cake. He uses the electric mixer to combine the ingredients. What energy transfer is taking place? ,question
Elliot turns on a light. What energy transfer takes place? ,question
Which of the following use electric motors to work? ,question
"After a school trip to the apple orchard, Juan decides to make applesauce for his class. He cuts the apples, puts them in a pot, and cooks them until they are soft. What form of energy is used to soften the apples into applesauce? ",question
A lamp gives off light because the ___. ,question
An example of kinetic energy is ___. ,question
Which of the following has the greatest kinetic energy? ,question
Two glass jars with equal amounts of water are put on a sunny windowsill. One jar is painted white. The other jar is painted black. Students put a thermometer in each jar. After four hours they read the thermometers. What question will the students be able to answer using this data? ,question
Darker colored clothing keeps us warmer in winter because darker ___. ,question
When water changes to solid ice it ___. ,question
"April put her container of juice in the freezer to cool it rapidly. When she goes back to get it, she discovers that the container has burst. Why did this happen? ",question
Wayne puts a teaspoon of sugar in hot tea and it dissolves right away. Clare puts a teaspoon of sugar in her iced tea and sees the grains of sugar sink to the bottom of the glass. Which of the following research questions should they investigate to help explain why the sugar dissolves in Wayne's drink but not Clare's? ,question
A chemical reaction occurs when ___. ,question
John is using his flashlight to light his path home. He feels that the flashlight is getting very warm. One reason for the heat is ___. ,question
"When plants use sunlight to make food, what energy transfer is taking place? ",question
Muscles cells transfer chemical energy to ___. ,question
A burning candle transforms ___. ,question
"When gasoline and oxygen mix together in a car engine, what happens to the energy in the system? ",question
"Christy is toasting marshmallows over a campfire. She puts a marshmallow on a stick, then holds it over the flame of a campfire. What type of energy is Christy using to begin this chemical reaction? ",question
"When wood burns in a fireplace, water vapor and carbon dioxide are formed. Chemical energy from the wood is transferred to what other kinds of energy? ",question
Micaela lights the candles on her cake. A chemical reaction takes place as the wax melts. What energy is released during this chemical reaction? ,question
What is an example of magnetic attraction? ,question
Which of the following is a conversion from chemical energy to heat energy? ,question
A simple machine that helps a student shovel snow is a(n) ___. ,question
Which of the following simple machines is an example of a lever? ,question
Which of the following actions demonstrates a pulley being used as a simple machine? ,question
Which of the following is not an example of a simple machine pulley at work? ,question
A doorknob being turned and a bicycle being ridden are examples of what type of simple machine? ,question
"Jennifer had two pieces of bread. She sealed each one in separate clear bags. She then placed one bag in the sunlight and one bag in the cabinet for a week. After she collected the bags, she noticed one piece of bread had a large amount of mold on it while the other had less. What is the variable in this experiment? ",question
Monica wanted to know what type of bathroom cleaner cleans her shower the best. What variable should she change in her experiment? ,question
A student is investigating how much water is necessary for desert plants to survive. The variable that should be changed during this investigation is ___. ,question
David wants to know how much sunlight a plant needs to grow the best. What variable should he change in his experiment? ,question
Students are conducting an investigation at home and are recording the traits observed in their family members. The best way to record the data collected from the students' observations about their family traits is a ___. ,question
"Fifth grade students are investigating how weather may change in their city. They look for the weather forecast in the local newspaper every day, and they record the information in their scientific journals. What part of the scientific process are they following? ",question
Which measuring unit should you use to record the masses of different small rocks? ,question
"Several students were playing outside on a hot day. They were blowing bubbles and noticed that the bubbles popped faster than they did the day before when it was cooler. They decided to perform an experiment to determine if the air temperature affects the length of time a bubble lasts. They do the experiment inside by adjusting the air conditioning temperature. They make up a fresh soap solution and then blow bubbles. Based on the given information, all of the following observations would be important to the record except ___. ",question
"A student sets up two identical bird feeders in his backyard, one filled with sunflower seeds and the other with dried corn. He observes the feeders and notices only small birds feeding at the sunflower seed feeder, while both large and small birds are feeding together at the corn feeder. Which of the following is a valid explanation for this observation? ",question
A student takes a cardboard box and hangs a light bulb inside of it. He turns the light on and records the temperature changes inside the box for one hour. The temperature starts at 72°F and rises to 125°F. Which of the following best explains why the temperature in the box increased? ,question
"A student wanted to know if the moths that fly around her porch light each night are attracted by the light or the heat produced by the light bulb. She paints the light bulb with a thick black paint. The light bulb still gives off heat but no light. That night she turns on the light and sees no moths. From the experiment described, which of the following would be the best conclusion? ",question
"Jose and his little sister take some ice cubes from the freezer and put them in their lemonade. After a few minutes, they observe that the ice has disappeared. They conclude that the ___. ",question
Fifth grade students use a magnet to separate a mixture of sand and iron filings. Which could be a reasonable entry in their scientific journals? ,question
"The fifth grade students at Excellence School are taking care of the school patio. After a few months of cleaning, planting, and watering the plants, they observe that new insects, birds, and butterflies are visiting the patio. This happens because the ___. ",question
"To represent the mass of different objects in a classroom, the students can construct a ___. ",question
Which is the best way to represent the data collected in a growth chart? ,question
Fifth grade students collect data of the daily temperature from their school weather station over four weeks. The students will use the data collected in a graph to ___. ,question
"A student mixes salt and water and observes the mixture for five days. She sees that as the level of water lowers, salt crystals remain in the cup. From this observation, she concludes that the ___. ",question
Selina has a house with solar panels and it is located in an area with few trees. Which is the most likely reason that the house is not located in a heavily forested area? ,question
Martha takes a survey to determine which is the most popular TV show among all fifth graders at her school. She concludes that one show is the most popular to 90% of the fifth grade. All of the following would cause people to question her conclusion except ___. ,question
"Mary likes to make popcorn in the microwave. She heats one bag for three minutes and gets perfect popcorn. One day, she and a friend try to make two bags at once, but they notice that not all of the popcorn pops when heated for three minutes. She experiments with different times and finds that two bags require five minutes to produce the fewest unpopped kernels. She concludes that the increased mass of popcorn kernels requires more heat and more time to cook. To support her conclusion, Mary would have recorded all of the following except ___. ",question
Lisa designed an investigation to see if her cat prefers warm or cold water. What should she do first? ,question
"A student measures the growth of a bean plant over two weeks and records the plant height in a chart. To better promote the plant growth, the student should ___. ",question
Trevor wanted to determine if beetles preferred a moist soil or a dry soil. He put dry clay on one side of the box and wet sand on the other side. He placed a beetle inside the box to see which side it spent more time on. What did Trevor do wrong in this experiment? ,question
"Eric wanted to know which liquid reached the boiling point the quickest, water or milk. He placed 20 mL of water on a stove and 20 mL of milk in the microwave. He then used a stopwatch to time how long it took both to reach the boiling point. What should he have done differently? ",question
Erin wanted to determine how much sunlight a plant needed to grow. She placed a cactus in an area with little sunlight and a corn plant in an area with a lot of sunlight. What is wrong with this experimental setup? ,question
Mason designed an investigation to see which brand of food his dog preferred. He gave his dog Mighty Pup food one day and Jump Start food another day. What is wrong with Mason's investigation? ,question
"While visiting a local pond, a student decided to gather animal specimens. What instrument should the student use? ",question
A student wants to observe the parts of a butterfly closely. What instrument would be beneficial? ,question
Jessica needs to determine the texture of a rock. What instrument should she use? ,question
Students are studying the life cycle of a mealworm. Which tool would best help the students examine physical characteristics of the mealworm? ,question
Which piece of equipment would you use to measure mass? ,question
"To view the scales on a butterfly's wing, which of the following tools would you use? ",question
"To measure the volume of a shoebox and a glass of milk, you should use a ___. ",question
Which piece of equipment would you use to measure length? ,question
A student wants to determine which ball will roll down the hill the fastest. What tools would be beneficial to this student? ,question
"To test the conductivity of different objects, the class was required to bring water to a boil. Which of the following tools would be needed to conduct this experiment? ",question
"Monica's science teacher asked her if she knew of a way to separate a mixture of rocks, sand, and iron filings. Monica knew, and she began to explain to her teacher that the rocks could be picked out by hand, then an object that attracts metal could be used to separate the sand from the iron filings. Which of the following could be used to separate the iron filings? ",question
Which tool would be most useful to separate a mixture of iron filings and sand? ,question
Which of the following tools would you use to determine the interval between frog croaks? ,question
Which tool is used to measure the temperature at which water freezes? ,question
"While making fudge, a mixture must be heated to 235 degrees for seven minutes. Which two tools are needed to ensure the directions are followed to make fudge? ",question
A balance would be the best tool for measuring which of the following? ,question
A centimeter ruler would be the best tool for measuring which of the following? ,question
Anita read a Fahrenheit thermometer before she made plans to play with her friends for the day. The thermometer read 96 degrees. Which outdoor activity listed below could Anita and her friends do that would best suit the current temperature outside? ,question
"Before Doneisha got dressed on Saturday morning, she checked the Celsius thermometer in the kitchen window. It read 4 degrees. What should Doneisha wear to school today to match the current temperature outside? ",question
A group of students were asked to explore the classroom to find five magnetic objects. All of the following materials could be used in their exploration to prove an item is magnetic except ___. ,question
Lisa is doing an investigation on beetles. She needs to find more information about the habitats and characteristics of different types of beetles. What could she do to find the most recent information about her topic? ,question
Which of the following items is necessary in a laboratory for safety purposes?,question
A fork falls off the edge of a table. Which force moves the fork toward the floor?,question
Which of these is the center of our solar system?   ,question
The brown fur of the arctic hare turns white in winter. How does this color change most likely help the arctic hare?  ,question
One example of a trait passed from a parent plant to its offspring is ___. ,question
Which of the following is best classified as a nonrenewable resource?,question
The Davis Mountains in West Texas used to be taller than they are now. Which of the following conditions most likely caused the mountains to become shorter over time?    ,question
Clouds bring rain and snow to Earth’s surface. How do rain and snow most support life on Earth?  ,question
Which of the following can be found on both Earth and the moon?  ,question
Which of the following happens in our solar system? ,question
Which two properties of a crayon will stay about the same after the crayon is melted?,question
Some students wanted to make a model to show how the size of the moon compares with the size of Earth. They used an orange to represent the moon. Which of the following would best represent Earth?,question
Which of the following animal features most helps the animal move around in its habitat?    ,question
The picture shows a clear glass marble on top of some words. Some of the letters look different because light    ,question
"When a dog sees a cat, a message travels from the dog’s eyes to the dog’s    ",question
Crows are found throughout many parts of the world. They are black birds with excellent hearing. In the wild they live for six to seven years. Some crows in Japan open hard-shelled nuts by dropping them in front of moving cars. Which of these is a learned behavior?    ,question
Ice cream in a bowl changed from solid to liquid in a few minutes. Which of the following most likely caused this change?    ,question
"A student wants to find out how many different kinds of birds are found in a park. In addition to a bird identification book, the student should use.",question
What are adult cardinals able to do that baby cardinals are unable to do?,question
Which of these is an example of liquid water?,question
"Which of these warms most of the air, water, and land on Earth?",question
Which of these does the MOST harm to the air?    ,question
Barry collected four different rocks. The rock with the GREATEST mass will feel the    ,question
A dog gets the energy it needs to run from    ,question
"A summer day begins with a clear, sunny sky. Then, dark clouds form in the afternoon. What type of weather will MOST likely happen next?",question
"If a wooded area is cleared and corn is planted, what will MOST likely happen?    ",question
Cows are farm animals that eat only plants. Which of these kinds of living things is a cow?,question
Which of these causes the MOST evaporation of water from a lake?     ,question
A student wants to cut a piece of string for a class activity. The length of the string is measured BEST in which units?,question
A wetland habitat can continue to support the birds and fish that live there if people    ,question
Which sense is used to tell if there is sugar in a glass of tea?    ,question
Which object helps people understand what makes up white light?,question
Which of these best describes the relationship between Earth’s layers?    ,question
Which of these shows how frozen water changes as the temperature of the air increases? ,question
Which of these shows how frozen water changes as the temperature of the air increases?    ,question
"A group of students was preparing an activity to determine whether certain materials will float or sink when placed on water. Before the experiment started, one student said, “I think the sponge will float.” This statement was",question
Sandy is conducting an investigation to find out which food his dog likes best. Which is the manipulated variable in his investigation?    ,question
What layer of Earth is located just below the crust?,question
Which gas is given off by plants?    ,question
A student made observations of four rock samples. Which of these observations most likely describes a sedimentary rock?    ,question
The wind helps many plants reproduce by  ,question
A student sees many plants around a pond. The student can determine which plants are nonvascular by,question
Which of the following is an observation about grasshoppers that a science class could have made on their nature walk? ,question
Which of these animals is most likely to be found living and feeding on the forest floors of Virginia?    ,question
Which of these is MOST likely a behavior of tame animals that is different from wild animals?    ,question
An ice cube placed in sunlight melts quickly. Which BEST explains this event?,question
Which of these is an example of something being recycled?    ,question
Which of these is MOST likely made from only one material?    ,question
A sign that an apple tree is going to start growing apples is when the tree has    ,question
"While a sailor was out fishing, he got lost at sea. Which object would help him direct the boat back to shore?  ",question
Which two senses would BEST help a person measure hair length? ,question
Which of these is MOST flexible?,question
"For a plant to stay alive indoors, where does it need to be placed?    ",question
Students want to know how big the leaves of an oak tree are. The BEST way to measure the size of the leaves is to,question
Soil is important to a forest because the soil    ,question
A student is asked to bring something that feels rough to class. Which would be BEST for him to bring?,question
"A black bear eats many different things, including grasses, roots, and berries. It also eats insects, fish, and other small animals. Which of these BEST describes a black bear?",question
Ice cubes are an example of which form of water? ,question
Martina only washes her sweater after she has worn it several times. Martina is helping the environment by,question
Martina only washes her sweater after she has worn it several times. Martina is helping the environment by    ,question
A kazoo is a toy that makes a sound when a person hums into it. Sound comes out of the kazoo because it,question
Most plants begin their life cycle as.,question
"Where will a sidewalk feel hottest on a warm, clear day?",question
Which of these objects is opaque?    ,question
Students collect pond water in their beakers. Which is the best unit of measurement for the volume of water they collect?   ,question
"Seeds that remain inactive until the right conditions of light, water, and soil are present are called ___. ",question
Copper wire is often wrapped in plastic. Plastic material is a good ,question
Which of these best describes a tornado?,question
Three baseball players investigate to see who can throw a baseball the farthest. They mark off an area on the playground for their investigation. Which should they keep constant?    ,question
A student throws a ball. Which of these best describes the moving ball?    ,question
A student throws a ball. Which of these best describes the moving ball? ,question
Which of these can be mined from Earth and used as an energy source?    ,question
A bicyclist rides on a flat road and then stops pedaling but does not apply the brakes. The bicycle stops because of ,question
Which of these are the deepest parts of the ocean?    ,question
"Submarines have explored many parts of the ocean. As submarines descend, scientists observe that there is an increase in the    ",question
Michael Faraday showed how electric current in a wire produces,question
"Students notice that in the fall leaves of sugar maple trees turn red, but the leaves of black oak trees turn brown. The students are making    ",question
Which of these activities is most likely to have a positive impact on the environment of Earth?    ,question
A wild turkey’s forest community includes    ,question
Which is the best action to help protect water resources in Virginia?,question
Which of these most likely has the GREATEST mass?    ,question
The BEST way to make a shadow on a living room wall is to,question
Which of these is a nonliving part of a forest?    ,question
Which of these is MOST likely the hardest to bend?      ,question
From what source does almost all heat energy on Earth come? ,question
Which of these tells something about how an apple looks? ,question
A metal rod is struck and starts to vibrate. Which of these could happen next?,question
Which job is done in Virginia only during the fall season?    ,question
Which of these senses lets Dora know when a skunk has been close to her house? ,question
A puddle of water on a concrete driveway will disappear after a few hours during a sunny day. Where does the water go as it disappears?,question
Camouflage MOST helps an animal with which of these life needs?    ,question
Which of these activities makes the MOST air pollution?   ,question
Which of these lists has only products that come from plants?    ,question
Which of these is the BEST sign that the fall season has begun?    ,question
A paper bag is ripped into pieces. Which of these BEST describes the pieces of the bag?    ,question
An old T-shirt can be ripped into smaller pieces and used as rags. An empty milk jug can be used to water houseplants. Both of these are examples of how ,question
Which causes the GREATEST change in a grassy field over time?,question
Which would help conserve water? ,question
Which of these is needed in all stages of the butterfly’s life cycle?    ,question
How are a tree and grass alike?    ,question
A student is hiking through a forest taking pictures for science class. Which picture would most likely be used as an example of human impact on Earth?,question
A student is hiking through a forest taking pictures for science class. Which picture would most likely be used as an example of human impact on Earth? ,question
What kind of energy do all moving objects have? ,question
The top layers of soil are important because they    ,question
"In winter, the arctic fox has white fur. In summer, its fur changes color to brown and gray. The change in fur color helps the arctic fox to    ",question
A student makes a fruit drink by stirring a powdered mix into cold water. Why is the fruit drink a solution?  ,question
At which location are oceans the deepest?   ,question
Which of these is most likely harmful to an ecosystem?,question
Which of these describes rotation?    ,question
"When a tree is dormant, the tree is    ",question
Which type of storm causes the most flooding in areas located near an ocean coastline?    ,question
Granite is a hard material and forms from cooling magma. Granite is a type of   ,question
A student rolls a ball on the ground. Which of these causes the ball to slow down and then stop?,question
Which of the following do plants need to make their own food?    ,question
The Apollo 11 mission was able to retrieve samples of the Moon’s surface because it was the first mission to have astronauts    ,question
Which of these objects is translucent? ,question
The presence of an animal fossil in a rock gives evidence of,question
What tool is used to determine the mass of an object?,question
Which part of a sunflower plant absorbs water and nutrients?   ,question
An electric motor is designed to turn electrical energy into,question
"A group of students tested the effects of different amounts of water on ivy plant growth. Afterwards, they could not remember how much each plant grew per day. What should they have done to practice good science?    ",question
Which of these best describes the Moon?    ,question
"Mold is often found growing on old bread. In a food chain, mold is a    ",question
Which of these will take the LONGEST time to observe?   ,question
Which of these is the BEST way to save animals and trees?,question
The teeth of a carnivore are MOSTLY,question
Which part of a bicycle BEST moves in a circle?    ,question
"When it rains, some animals will",question
Skunks spray a strong-smelling liquid to    ,question
"Having dry, hot weather for a long time can cause a ",question
Which of these describes water in a solid state?    ,question
Which lists the correct order of changes that happen to a plant in spring?   ,question
Which of these can make a shadow on the ground during the day? ,question
People can help keep a forest a good place for birds to live by,question
"Based on the picture of this dog, an observation can be made that this animal    ",question
A simple machine makes work easier because using it ___. ,question
"When notebook paper is folded to make an airplane, what physical property of the paper changes?",question
Why is it important to protect soil?    ,question
"Jake’s cats eat food from a can. The cats come running into the kitchen when they hear the electric can opener. Now, each time Jake’s mother opens a can of corn, the cats come running. This is an example of    ",question
Which of these objects in the solar system has been visited by people from Earth?,question
"Max is doing an experiment on tomato plants. His hypothesis is, “A tomato plant will not grow in a shady area.” On which of these relationships did Max base his hypothesis?   ",question
Which do meteorologists use to measure the amount of precipitation that falls during a storm?   ,question
Which of these transmits sound the fastest?    ,question
Photosynthesis occurs in which of these organisms? ,question
Which of these is a way the people of Virginia can help restore a natural ecosystem?    ,question
Which of these is the most responsible for the changes of the seasons on Earth?    ,question
Which geographic region of Virginia has the least impact on the water quality of Chesapeake Bay?,question
Which geographic region of Virginia has the least impact on the water quality of Chesapeake Bay?    ,question
"Earth is composed of four layers. Many scientists believe that as Earth cooled, the denser materials sank to the center and the less dense materials rose to the top. The least dense layer is the    ",question
Which best describes the part of the ocean called the continental shelf?  ,question
Which item is designed to change electrical energy into heat energy?    ,question
Which of these takes about one year to complete?    ,question
Roger Bacon is credited for developing the magnifying glass. His understanding of which of these was most useful for this development?    ,question
Moss is best classified as —,question
The distance between Richmond and Norfolk is best measured in    ,question
Which tools are best used to determine the speed of a turtle as it walks along a path?,question
Which tools are best used to determine the speed of a turtle as it walks along a path?    ,question
"For the native birds and mammals of Virginia to survive, plant life must be conserved. What do plants provide directly to all animals? ",question
Which structure does a plant cell have that an animal cell does not have?    ,question
Which of these is a natural resource of Virginia?    ,question
Which of the following is the best observation of the refraction of light?    ,question
A student wants to compare the masses and volumes of three marbles. Which two instruments should be used?    ,question
Which of these is a function of a leaf?    ,question
"A scientist found a fossil of an organism that had gills. When the organism was living, the area in which it lived was most likely covered by ",question
Sonar helps people find which information about an object? ,question
Which of these human activities in a forest has a positive effect on the ecosystem?    ,question
All of the populations of species in an area make up a ,question
Pumice is formed when lava from a volcano cools. Which rock type is pumice?    ,question
"To make an electromagnet, a conductor should be coiled around — ",question
Which of these organisms has cells with cell walls?    ,question
Which layer of Earth is the thinnest?,question
Which is the best tool for measuring the temperature of lake water? ,question
Which of these is the most important product of Virginia forests?,question
The great horned owl has a sharp beak and claws used for catching prey and tearing meat. It has good eyesight to see in low light. Which of these most likely describes the niche of the great horned owl?    ,question
Which statement describes how energy can be helpful? ,question
There is a shadow under a tree. Which form of energy must be present for the shadow to occur? ,question
